,date,y_volume_0905,y_volume_0910,y_volume_0915,y_volume_0920,y_volume_0925,y_volume_0930,y_volume_0935,y_volume_0940,y_volume_0945,y_volume_0950,y_volume_0955,y_volume_1000,y_volume_1005,y_volume_1010,y_volume_1015,y_volume_1020,y_volume_1025,y_volume_1030,y_volume_1035,y_volume_1040,y_volume_1045,y_volume_1050,y_volume_1055,y_volume_1100,y_volume_1105,y_volume_1110,y_volume_1115,y_volume_1120,y_volume_1125,y_volume_1130,y_volume_1135,y_volume_1140,y_volume_1145,y_volume_1150,y_volume_1155,y_volume_1200,y_volume_1205,y_volume_1210,y_volume_1215,y_volume_1220,y_volume_1225,y_volume_1230,y_volume_1235,y_volume_1240,y_volume_1245,y_volume_1250,y_volume_1255,y_volume_1300,y_volume_1305,y_volume_1310,y_volume_1315,y_volume_1320,y_volume_1325,y_volume_1330,y_volume_1335,y_volume_1340,y_volume_1345,y_volume_1350,y_volume_1355,y_volume_1400,y_volume_1405,y_volume_1410,y_volume_1415,y_volume_1420,y_volume_1425,y_volume_1430,y_volume_1435,y_volume_1440,y_volume_1445,y_volume_1450,y_volume_1455,y_volume_1500,y_volume_1505,y_volume_1510,y_volume_1515,y_volume_1520,y_volume_1530
1094,20230324,177018,38482,89208,127961,112043,69772,87004,38379,38903,65812,35128,45615,114825,118811,49658,93990,60898,35263,263327,86900,291635,64079,20073,19038,34937,34423,48836,24368,24014,31208,20187,24022,15878,22286,31086,14190,16709,22679,31126,32848,15775,19095,20720,34812,13461,15461,26086,23575,34170,21609,30509,14027,25364,13777,16374,25273,20328,39933,34440,15051,43639,37022,46575,17837,88767,58412,28827,27026,41526,23106,45536,29071,113289,215402,159124,164321,44392
1095,20230327,113959,59571,188508,139937,115679,81164,79097,49811,51867,130180,82585,68612,69089,126596,64819,40647,45110,105746,29342,28790,24795,83011,59035,99571,44659,32006,58157,42315,49145,85805,30913,36168,30394,26187,37049,37519,35543,12890,14603,13965,34863,28321,15059,52580,76350,46352,18339,35901,29321,39033,42140,11428,15569,26192,20133,23829,6999,29734,21371,15499,11803,12440,15060,15617,3999,14933,28267,19625,8087,40041,31213,18609,26242,18255,31556,98875,68619
1096,20230328,111189,44592,100849,51799,103181,66689,51010,14647,22301,24314,20669,37235,54820,72700,27674,28008,57587,36930,95421,49868,20695,45473,78085,67849,24190,21184,16551,29563,22152,17756,8954,25996,7303,10342,16145,18606,7519,31506,24506,21436,26778,7796,26073,11544,12459,14282,20698,5796,6021,5548,71509,32324,32842,86955,30733,6968,20690,11027,125627,51327,16678,21263,20229,45166,24806,21900,39540,49356,215654,27252,27504,31925,35761,39607,57888,247641,58925
1097,20230329,46811,75711,39947,23947,35952,15658,23734,60869,32824,42084,18398,21189,17550,41055,9582,17340,10535,16598,16428,22430,47490,19264,8176,30610,25708,37292,21884,29085,35188,32412,41841,21724,18917,31641,16488,11037,27139,23834,10984,11013,39944,26886,8749,6645,10153,6545,6413,7967,5631,23613,9441,15009,13937,21086,19692,12039,13622,11882,7305,16344,17374,14933,14703,14288,14910,13843,25332,41726,7874,35300,48571,98758,36186,131086,73931,122316,59343
1098,20230330,232096,63396,54272,87710,39159,51603,46184,22923,40966,41390,41700,33776,112012,78917,59703,76226,45118,38895,87569,53653,55543,85517,132591,49586,54774,40189,24761,26480,34478,70740,41547,13455,25317,105180,96801,27910,58562,21565,32543,12742,9237,16510,26516,25175,37293,30361,46854,20287,13136,10695,54358,36216,71548,44406,21747,35370,34002,40262,27135,33283,16659,29091,27352,22635,11581,13605,159547,30233,28669,24399,35382,33688,28968,13508,108986,182239,86444
1099,20230331,92317,99799,32734,59128,54744,37571,69593,70578,28563,59741,30018,34904,57073,116989,59154,115153,82599,102125,62852,49078,17411,28162,42154,36049,26739,16208,18480,15308,52024,29635,27097,13996,9430,14590,15457,13226,10586,16782,9069,24175,12839,23191,27988,11593,12724,14526,8953,19646,11471,17187,19816,141256,51505,33841,41685,19645,23788,20241,12876,20027,28767,31336,30001,50921,26212,121020,69081,30223,20465,15465,17644,30999,53861,30221,31004,99105,90153
1100,20230403,153061,43168,43328,34998,59973,30160,48468,41892,72828,32483,23214,10701,37604,41478,54303,63486,46570,54693,35637,88626,54016,57045,35494,27154,19906,61102,22264,47965,25212,9497,15739,24062,7386,24128,49401,22710,22866,5056,11426,14461,32803,12631,11437,7818,29928,16461,18132,9462,11370,16208,31230,16032,40226,18047,13076,12534,65386,115631,23428,15702,21109,35741,50212,19066,16923,44469,20080,26113,27401,46211,42813,20295,21420,23021,47365,87219,61506
1101,20230404,128816,101742,175714,106856,213106,212296,97510,147338,34859,24017,40149,27982,60420,32348,32984,19907,24432,32313,62148,80869,111890,87599,60784,57364,89875,78622,44463,62084,42598,24704,38133,25906,32371,109492,128730,57061,26276,23658,16098,24113,19763,21762,27783,37559,12258,31100,12009,28661,23194,39273,19663,22078,20264,16814,29693,34776,65263,59013,39752,89433,29591,55655,43117,28133,21571,23218,20983,22016,21920,51640,100328,65901,55127,39527,40290,42978,67068
1102,20230405,137509,91509,76019,63216,57971,32201,56930,86931,22848,35139,19035,22073,46190,22466,18634,24568,12924,18909,25627,14797,43075,33329,23137,17752,16241,13927,40140,14038,10958,7628,22665,12773,3612,10232,7055,15821,13804,6200,35730,6385,12656,24742,8090,14682,10505,30446,36735,12266,22554,12779,54900,90255,38291,17578,17745,26772,55457,11835,136769,13138,9304,9582,11387,16558,23503,23847,10429,23275,54256,13337,34287,116296,46671,57386,10477,14017,54400
1103,20230406,93889,48536,67254,74105,44419,34833,13939,23000,44297,91362,24690,16988,9452,39383,20951,54707,15394,56442,17266,31532,37327,61719,24148,13162,22953,12817,26144,32955,26467,9500,13644,8766,12003,59000,14241,37821,14813,14648,7591,9767,10907,11062,22721,15299,13980,22267,21646,29250,11950,13301,19278,35657,28008,42579,44441,49080,34409,73913,32681,28128,59663,65487,55617,35033,126992,56522,136061,92617,81397,104741,125869,72529,73567,76444,94361,118367,148677
1104,20230407,288601,115401,115811,111935,78209,64672,75727,62221,28919,23990,33441,19664,10507,38858,18684,26955,19743,22206,22569,34039,34394,60914,41963,5860,8512,3276,26082,2964,2061,6743,4413,5836,14385,5228,11387,4326,3459,8726,12689,13386,12138,19581,9493,11314,12071,35990,5560,8904,12843,9039,6236,35981,14654,8046,16783,58334,42739,8405,20468,35308,7563,37672,14160,66221,142198,132946,122662,157269,193214,150872,165105,173389,158764,229938,256121,35238,38150
1105,20230410,173128,287404,157420,63657,41390,25536,71838,53376,103286,81294,66103,81466,98047,58781,28318,39408,47143,19699,34880,40528,29092,31255,49800,20058,74228,44653,64281,29720,48797,30421,28171,14871,10384,13461,3649,13196,7187,28257,23955,32771,13933,37577,27223,13508,8405,8582,13444,51280,27956,12213,23355,29451,51379,23599,22814,18493,23076,37729,54374,41392,38233,23896,22424,19288,41543,21837,20217,39506,26340,52797,51080,33511,22039,76915,52901,34933,58984
1106,20230411,187875,74354,42657,44620,44821,20867,28834,46101,54376,49315,52141,39695,33207,49199,19685,29513,52668,23109,68663,158814,111775,112843,114480,81044,37973,63721,41841,14178,14339,21906,16103,17337,7677,25405,34906,100146,28126,38135,77209,42923,17692,9712,17343,16323,9617,13305,12812,21983,22472,26857,28901,21591,24793,25043,9091,42665,52017,12959,23170,5258,16527,18324,11142,14235,3804,14562,13839,49372,23987,39840,32618,14175,88943,68838,36852,22045,239736
1107,20230412,101894,156884,71470,55242,92278,54355,75851,49882,50400,56970,61515,26206,21137,22956,31478,24807,14694,7675,40975,60852,61040,30345,39231,60026,50416,49106,54988,86821,26297,10610,13135,15138,10619,16966,24246,19683,4264,12362,34104,46674,52351,41770,27131,10242,16519,29240,27646,30443,15784,18795,27009,42162,13711,5375,8303,7169,5494,16675,26444,16516,12307,12450,16049,50154,32747,33442,53158,42241,39476,41876,15666,57371,39322,21698,18759,40544,33913
1108,20230413,149054,122955,66758,25411,93435,31207,111228,59446,56544,45193,71686,46434,54495,36365,15512,32758,42051,25890,22333,43834,57370,73668,53919,39179,26765,59190,39592,38060,23674,49127,14837,84259,41116,47541,56119,50696,48395,54140,39404,29727,32745,69662,22344,23252,31404,36136,13213,8553,26887,21873,34989,24491,24502,69726,13901,24653,24892,49403,36867,39514,48037,39160,42477,31477,28728,33758,42085,31328,31359,82299,51649,74586,98459,43836,36085,98622,111057
1109,20230414,254220,106103,45931,51309,48347,61206,41288,71616,48793,30076,35155,35126,36749,29562,11367,42659,30064,15191,25338,39702,21913,16712,37654,37152,43608,122470,73866,37317,49545,31880,21299,15461,13707,17550,18022,18846,50614,26313,27942,35302,17997,18622,20098,54625,35982,17320,10914,21200,40891,31507,30543,37112,37930,48425,52922,16093,16930,13054,29385,13455,45525,51579,20245,8633,33204,29220,25022,30089,20261,98929,107172,85476,36211,73464,85720,64838,56668
1110,20230417,179117,32229,44355,36392,128134,64764,83577,24815,22709,29438,32596,27466,25873,22244,28590,23806,14740,15029,23674,7861,21914,42003,12065,32371,24498,13094,20984,10473,14861,12963,19147,28710,6980,5415,5426,2951,28470,5348,2889,21942,4542,11698,22385,17473,22337,8996,25381,9559,8940,22734,200532,295408,13290,47036,2845,6940,7925,8564,6429,33266,174793,40057,28050,65549,158188,87354,35575,83091,36537,133684,141881,184329,157721,157552,149098,128769,26086
1111,20230418,288888,51590,33452,45244,78597,37193,45545,39769,24852,34990,25804,50471,45419,34301,44881,30894,35869,103612,105532,75452,36770,43458,40994,110705,66031,26985,42068,46606,40934,19969,51563,22140,40364,24116,44179,19460,28386,14127,19238,64109,23740,18503,26727,27258,54563,26449,40971,32556,20217,17745,16180,34502,24728,19370,24453,18848,20966,34701,21661,31896,33103,48965,45410,51851,34391,33122,29899,30254,39796,27179,56072,54702,56772,27339,36382,28077,57405
1112,20230419,159876,70467,20907,28278,57858,68925,43599,45372,52656,79777,51290,22125,52222,43989,35353,39933,64544,47088,40501,43092,46478,64145,32043,35700,58901,30246,40789,36323,45592,28356,19912,26716,31147,30232,34399,19931,23910,68956,63695,34383,16509,20211,75285,24306,39256,49711,14096,30501,33945,70255,57736,47680,51852,59962,41265,30244,39290,25566,35792,24315,40286,20726,55722,21693,33100,23591,50745,35657,46915,56423,48043,40953,23445,31459,48137,43180,51592
1113,20230420,64268,113567,109514,62658,27119,30473,37016,40595,30970,13570,22077,21273,22657,13093,19536,9326,14143,24875,62739,24857,20183,29338,18392,20072,25644,13456,3954,11629,29807,19743,10436,15676,18883,9535,24219,8482,30335,5748,6379,16173,6943,19763,7086,6287,33304,3689,4344,8781,4788,13616,10978,19003,11959,16920,5110,11791,15031,49585,23701,38905,14307,71263,149845,18970,8517,14833,13329,33043,27858,16885,27862,29539,22903,17795,37984,53480,42311
1114,20230421,145994,80033,90376,109882,89067,29560,61044,52259,53659,38796,55804,48972,81146,22701,17783,24340,45695,26295,21395,41096,37071,38295,25040,16991,21235,10061,16861,9694,25328,15926,14784,6072,4971,7151,5177,11261,14708,6265,12336,5678,6153,9165,7927,8803,7411,5039,17025,10580,9882,9013,5660,10550,14130,18398,26043,14625,8924,11655,17479,13788,21631,9058,16200,17682,24705,20813,20735,11194,24275,14000,7698,20672,23529,6172,8937,50436,68125
1115,20230424,164100,130869,68265,95969,77443,50210,48200,35723,37952,43726,126176,38114,127118,70648,46026,177387,180805,241501,111133,64372,81134,120299,77545,83339,66406,36384,34771,26326,8761,12785,15007,22546,21968,25533,19626,11483,22004,12075,7346,13857,18641,18571,8054,31203,14532,13587,10099,19594,10193,14357,9719,13582,15582,4265,7638,9853,15078,9667,5013,12620,17608,12781,21129,11925,16129,15393,12388,13575,22408,17495,16320,20911,32552,26077,19337,24129,32440
1116,20230425,106175,26456,14311,23505,60541,14849,91321,85907,84665,68365,33198,41277,77085,81921,38380,30230,28703,47014,40079,32033,51083,18337,68141,99061,81240,32517,30375,38279,13293,15378,17685,36838,63661,31315,69989,41160,45208,46419,32485,25626,20756,46760,13687,25296,29675,37830,33222,23833,22995,19451,11323,11349,27594,15773,19250,26746,11334,14717,14840,33188,67798,19490,49866,16829,16839,18107,21709,43205,25180,24076,32938,42473,35615,31506,30550,19014,88974
1117,20230426,110125,42654,99233,53145,33368,36184,45370,49826,42449,55807,46072,16188,23111,34320,17055,23939,22061,29434,37895,40057,61956,21162,37688,23115,12552,10490,34839,23210,32058,12493,10020,15357,11463,11284,20419,20865,16873,9860,36749,8474,8378,25899,24671,16781,17200,8749,14287,24528,11975,10532,14408,19968,40978,37541,14551,7808,9811,15470,25470,10491,11425,43288,26692,26258,19426,76028,25326,12473,7172,30259,19332,17692,23990,9879,60128,29029,30986
1118,20230427,215696,96591,47187,75620,62462,39572,48682,66903,48968,49175,46724,49435,52108,48797,47768,45256,37599,37392,35324,32609,36211,25117,8789,27301,22752,28479,21307,44813,26598,29037,10413,10665,25329,22215,7991,7845,8889,4188,7265,5882,31681,7638,8813,6635,19999,27595,11669,22950,8098,8809,7317,19090,27123,3836,19044,15703,11111,9081,23854,24607,7413,5650,7375,10300,19214,22996,18229,19236,59964,144803,169974,66444,104232,71466,121367,161831,130510
1119,20230428,172388,123430,110662,142919,44165,87495,115737,49469,42506,95738,66324,70967,70506,38181,59901,28629,69529,30497,155347,77360,47363,47866,44565,66569,30390,63645,66935,30814,42492,22724,29992,21983,41254,63603,34759,13398,28733,75651,61486,69709,70374,32478,57140,37973,20009,34562,18299,52326,67440,54439,54662,125376,45425,34110,12523,20320,35269,66783,110242,58800,101392,93513,26184,26062,58837,60434,98976,124479,75745,101089,79993,115668,66800,61253,80237,142173,137453
1120,20230502,328030,122672,48184,50989,29968,56810,25219,62488,35317,21391,18882,39473,16019,28131,19600,37935,27775,30727,31716,48302,41339,39737,28510,35881,31899,29139,69408,72261,18771,26417,31238,26833,23547,21924,62346,23673,25580,23030,23596,27014,22243,25902,20056,24327,24135,23002,20353,20392,25546,17179,35028,28113,37889,28880,38935,27737,38817,42219,20763,34902,29180,22223,26924,42034,23911,23743,39076,25579,36223,21331,26596,30069,28485,21910,59111,39247,73572
1121,20230503,128290,76202,40488,34948,33511,29842,38293,25805,23159,90986,145385,135700,97694,190567,56415,41826,20733,69931,22043,39032,14726,35567,124666,29584,36264,52523,17175,8267,19300,10938,6551,55120,40015,73310,38173,36696,40839,34110,56747,10832,61300,88650,17796,10058,5305,14578,15460,18595,7362,3576,21136,39194,68608,10963,3799,9276,24446,9980,51084,14054,59187,31079,55163,57408,40442,17110,26958,40261,16535,46783,17418,29145,28963,42160,59082,149629,69133
1122,20230504,123091,30438,73630,24813,27361,22564,13987,26570,37024,24922,10059,41019,65060,38145,22562,20515,27837,25393,41275,70596,65390,35017,30995,11660,78351,8561,7323,14911,41960,15394,17159,11763,25324,11940,18034,23875,23130,147701,20851,15126,9000,11206,3880,3768,28369,7592,16683,5689,16000,14436,21699,13225,9841,17330,18896,18248,16474,40229,52438,27376,68012,41490,37231,138093,40441,33924,43407,69641,51960,19976,20304,21142,38947,39692,59317,68883,65083
1123,20230508,243340,68169,41443,45912,45648,19003,43261,55449,80381,55771,18165,22222,53843,51604,32469,43518,54298,58142,71042,50653,26681,32537,13723,26427,26338,19411,30648,32732,18635,29770,17319,12429,12973,27610,12798,16807,12723,19891,16947,11615,17570,12641,43207,13271,24686,117116,62541,5391,26954,79919,42731,71573,83205,59182,16656,23763,11692,21089,9449,19378,84167,42666,34070,41341,20398,16706,26050,13378,17368,15512,7726,14790,23146,103309,29809,33815,44917
1124,20230509,56451,31083,61441,18978,18725,11502,28443,66616,56753,16861,32466,22205,26251,14402,31597,10001,38545,84612,85564,24863,43906,30927,36376,77801,65832,17923,24039,34374,24168,17260,10321,3076,8812,15194,1514,1182,33274,23999,10599,10894,17395,10850,16362,7569,9710,18245,6561,13981,36313,33284,34264,33755,7626,22363,13683,71336,5110,8950,17631,21967,68961,25900,34210,11214,12640,12889,9382,42026,14077,20177,16097,35283,27981,27706,24613,46854,106221
1125,20230510,71489,44018,29954,29960,37883,29487,17349,46228,12973,7001,12043,21759,5828,19910,3592,16958,8600,5605,14346,40722,12379,14222,14731,14245,26978,23949,18672,17251,3297,3059,984,9183,5785,3811,10835,1052,14890,19826,5482,1500,14660,8617,21466,13714,10984,2270,34655,2173,24007,26890,7983,4922,13967,14698,17207,10169,20450,11731,23921,10144,31155,25771,23904,9784,59164,66326,91173,98758,32726,71852,89485,145117,50096,119451,44850,45552,73233
1126,20230511,103705,49971,25130,46271,56246,69382,47549,73676,23888,63975,102464,33893,24364,11901,4557,8258,6448,22055,8542,17731,27408,22192,17507,17158,53695,20692,14262,18092,3224,3996,3666,2352,3000,37945,4901,1490,8394,32052,25949,1804,1228,1308,2601,16007,71950,12763,25637,19424,17032,74204,21121,37057,33572,17130,15323,17668,12096,6683,29387,21555,5003,27512,19331,12651,28403,25666,12454,43337,18193,50148,70914,40114,18406,38023,21190,72892,113285
1127,20230512,63296,66159,93294,61782,54762,39353,68128,37613,42327,72224,21638,31667,17844,33515,8239,21593,54216,24531,30857,40586,39046,26760,19895,10836,36340,35034,11990,13179,31356,4338,3323,35615,10286,18876,28105,3396,3793,13014,9243,5466,2682,5098,8018,14040,8637,3101,4414,8282,2789,24503,26859,32777,25557,14799,22229,14984,3854,16456,27338,13789,2711,4075,10297,8337,17154,13329,6065,5284,21196,23879,8001,18422,22649,3998,26220,13641,63350
1128,20230515,82341,51535,32035,34721,32318,54960,27556,44651,53569,22429,34700,32410,33584,38055,56695,46163,32059,28664,13291,43032,45310,43542,25289,31528,71940,105743,49419,101026,24233,47687,59287,18689,6871,12845,20605,8009,25654,26638,40768,19696,8185,9700,1930,1898,21269,2069,2411,10211,33980,11626,3778,19617,5582,3664,7433,15795,17809,77298,11836,14343,21277,13025,57632,26367,38819,22763,38219,19161,16254,28820,33264,46882,15434,39290,33935,19321,95444
1129,20230516,109690,57848,20034,29043,44246,48618,39300,35168,21220,20987,52752,33562,82390,31934,39898,55002,21472,13083,61135,19130,38898,35424,11982,14926,22084,6153,63872,20478,16310,20551,17622,23003,25055,6329,3483,29913,17382,36185,15785,6589,18233,3451,3600,4112,20460,12647,31726,19085,6316,21554,7272,11506,12982,5116,13302,21515,14311,13080,15740,11137,25169,71305,14094,22292,7281,44592,26681,15246,16497,29525,31692,41796,30359,20474,44749,39567,69383
1130,20230517,54021,38487,58070,60986,39557,43896,40214,20766,50549,27400,21202,30322,16195,37984,11708,14628,44416,28794,15058,3492,8747,8836,16138,66357,25466,10946,6057,13506,25932,13148,6958,14722,2528,3997,8073,2788,6565,31649,4048,3175,49945,2812,4173,2955,1516,10041,3800,5745,12019,4789,1517,2886,5002,17478,31108,20558,10942,3317,42726,6060,18412,21478,4385,2818,28305,21611,13180,10073,23061,10498,7074,10353,2734,9391,9039,5351,56837
1131,20230518,129845,72524,55446,25601,32846,30763,64908,25003,7187,24871,11057,23121,22778,18189,15615,26319,37421,34256,21164,26143,14533,30499,6652,36258,20668,28886,15059,47659,19024,14467,4202,8495,6785,16882,9222,17461,8480,10976,4087,14348,5684,5976,2121,4822,15482,9495,6716,16564,3334,7045,11553,32634,3021,5396,17860,26174,33651,20185,46277,11758,9327,10408,23917,11254,9508,8348,6018,5368,13109,24100,8620,13363,7641,16366,38338,28038,50127
1132,20230519,107165,48704,33236,35612,68563,21261,60426,41045,73198,13317,32295,16996,30003,31412,36181,10476,13457,10063,37123,14481,23866,20496,74278,57473,14937,25134,12223,8201,13578,30750,25217,8673,34097,17663,20191,25623,17181,32533,10930,74944,9295,7473,18371,8649,7406,3037,13146,9839,14135,14602,10530,16685,4801,13285,8969,9345,6296,12151,17548,21912,30292,46960,41259,39174,48898,45820,44132,57939,70311,97555,59051,74248,65845,83992,176471,127598,69876
1133,20230522,85209,39898,35390,74049,53986,27068,77866,18404,25142,18143,18739,21978,37746,19318,35712,16651,58503,27260,24646,11241,50544,24266,39642,27443,15134,24349,44438,16305,13004,10865,27390,5033,7707,4435,14477,9227,12830,11739,7494,17032,26926,5082,7078,15617,15568,9141,22240,14962,17045,19926,8337,5743,5911,7275,11486,12228,8718,13679,17792,4009,6540,13023,11501,11904,8981,8871,13243,12658,11195,7956,12529,27929,11591,15724,27246,103257,104426
1134,20230523,75125,30086,39388,112088,67501,18629,58113,24241,21190,36998,23953,20795,35446,26236,39783,8624,42689,32435,61200,52639,21327,43665,17313,9272,22278,5891,20017,8033,10671,7537,6809,70874,87935,10482,19362,59132,11386,10955,18079,7813,13415,3505,13476,10749,20371,35766,20688,19169,17655,38381,20766,27535,32540,9174,21288,16061,12019,13973,10523,4792,8143,24018,11279,11180,8947,21476,19351,48528,13175,20477,42749,159195,89728,40844,9367,36025,63551
1135,20230524,52646,38492,27229,29644,32136,47897,31566,29075,34914,11898,23669,28000,24204,11846,28388,16136,15222,6913,29689,22128,21469,12798,14556,8189,13888,8063,6859,6519,12463,26339,9683,12906,15155,11096,10039,23403,14866,21975,10616,9333,10009,11472,9681,10222,15162,10663,24472,20573,10449,8976,7823,16360,11824,26217,19713,12815,14486,13627,16169,12796,40764,67719,35368,13180,15606,18227,25117,19296,14282,13060,26442,38569,25206,22493,16172,16634,93480
1136,20230525,93300,40021,30441,27979,29738,63683,14559,37391,16472,40582,16280,25005,26306,25854,29366,36643,75431,49773,18595,42014,11110,12469,10068,7436,29444,32676,17651,6843,4305,25494,32628,13884,9180,15148,11067,34227,7514,14771,6327,4881,11104,2884,5381,9117,6381,18056,45309,17465,21762,27525,35428,23319,22644,30901,32309,30879,14655,8322,45075,13950,31918,19020,28103,14674,18997,26475,18665,32217,74364,41065,79134,62555,85229,19903,16188,9472,53175
1137,20230526,72564,62879,51526,67779,206889,47298,26171,14829,27943,16430,24401,51919,97230,71043,37027,59525,48688,31371,13730,29432,23225,54493,40445,45116,43820,30397,36054,48448,14633,27500,32335,39362,15351,10920,20544,4289,29126,15644,10987,7041,22768,5862,10430,11805,29474,31400,10658,10417,13195,4652,7688,4728,10481,22521,16599,9972,18012,26363,9041,8999,10916,24612,49207,62464,75367,86097,80243,97740,50983,38086,42964,53891,32664,47734,20775,22719,60183
1138,20230530,178552,188927,27530,27785,47016,39189,122435,50114,60019,27998,67589,43995,55416,140436,52724,47279,23932,20744,24828,48818,18534,21499,19150,24714,17019,17919,17917,15083,36090,14908,22790,15881,16233,18057,18749,15921,19536,19180,25710,27191,21123,20651,28685,22878,19949,23015,17044,15985,36758,26010,26582,49215,18055,19769,20934,32544,33389,23270,43974,29465,18142,104516,26093,46188,25090,19209,17739,15885,21697,19623,15850,28252,63164,17564,55070,66011,45322
1139,20230531,91721,33954,45630,42929,26339,46744,45178,29111,36921,40748,37160,31953,37948,51549,16430,8837,7274,26374,15443,13753,12314,12046,14208,33177,16985,17267,23035,28900,29931,28688,34662,8317,10056,16848,27762,13469,14247,16745,18535,14282,9490,13096,8290,17174,18927,8382,8274,17794,33443,9684,13857,13671,8720,12632,84141,13111,12120,26320,12914,14672,28196,11090,19444,26037,26227,17042,13236,20292,13554,15341,32072,22440,9503,28297,36644,37660,95322
1140,20230601,43697,35740,56719,95300,126939,48684,40182,62420,75214,28437,20866,30365,40441,34426,36115,40665,39443,105876,44130,40589,34769,153967,39076,16980,9593,10354,18411,23651,19601,3840,42652,6168,19015,26127,12293,2161,9360,37003,30562,2586,20404,23981,28618,9787,17725,11813,28335,1810,15125,14847,67564,130260,72458,30542,13736,2582,4789,12749,13846,10825,19293,32633,6252,14911,36420,15325,10763,15117,13232,23952,31081,33707,18741,18260,34113,38659,43173
1141,20230602,122975,38921,67686,46777,42975,51302,69685,55241,61854,15331,18526,12221,31654,100151,36276,81518,126809,28625,37710,77538,28570,81196,36822,38849,21518,12871,23767,17194,4721,26305,36614,41056,8423,10731,17026,5068,5645,2983,20511,16206,10454,9754,14713,5011,18193,24514,54427,4122,14302,136597,48569,26611,38991,107898,69073,13252,10935,29941,12280,16802,11576,8321,35266,15161,9700,39425,37650,55375,53674,35216,11132,32603,60833,166211,125944,171532,40648
1142,20230605,289943,56617,104242,65258,88816,231827,105514,47001,179108,28931,19459,16698,32369,73397,33055,68301,38525,68646,34604,31571,38478,38041,53928,23027,48451,40295,48900,38740,57269,34848,40171,19104,19591,47488,40996,43484,32287,26363,24933,16737,81123,17301,45443,24742,29394,27318,50237,54810,43765,42411,65983,25548,27404,49363,80259,22008,16164,26449,30139,15002,11687,78489,29682,93277,41767,23297,22759,20605,15300,14132,40850,34650,78247,49898,58748,44384,32338
1143,20230607,110643,62333,122535,69930,40138,42725,97190,35435,13933,10148,22825,17328,14373,32154,18009,8983,34335,14759,17753,14951,43006,22054,22612,15933,38862,20064,16758,22483,21059,17726,18404,5414,375934,10564,12698,22462,15309,6489,2972,8336,1229,10093,28882,7684,15630,43964,43160,10164,7595,14350,12940,9342,32553,8962,8319,12595,23400,8946,11466,23346,16181,9831,4314,24927,16153,17177,15291,4723,41039,57809,46265,59539,48683,58160,49386,51842,47741
1144,20230608,38907,53450,57184,25172,8300,65990,86986,55526,35081,16459,12818,9097,50748,20919,11182,10427,7816,20281,14421,8614,8010,3458,6890,4049,24599,14673,17334,15340,8948,8656,4604,21015,10668,5468,9635,7998,6236,5001,4564,6574,12643,8004,17377,5717,4507,4773,3400,39336,8701,40678,24990,19156,9595,110062,52947,77117,73165,44736,47169,13232,10956,52750,26006,60927,23491,41225,9635,71329,74426,29923,28278,31249,53881,36925,26106,32474,69710
1145,20230609,174110,59351,113189,91025,91064,78798,53402,46014,50313,62023,46081,31551,35917,30328,41987,16575,68458,43175,97537,60699,51178,87329,67013,32543,36722,39286,23581,65800,10055,21021,59300,29014,13429,23640,12180,21986,25191,6375,28069,51784,19274,14729,35134,15885,39808,7586,25906,24308,10625,7682,24536,9957,11819,9915,13239,10800,10557,13906,28611,44811,33996,14673,17910,14006,37421,11180,13406,12884,72691,18888,33300,33574,18914,27653,17930,17721,51384
1146,20230612,63678,50857,56785,51183,37978,20712,37275,31504,38539,23238,34999,27397,50088,13311,23987,8524,40334,24538,32377,29207,15913,16981,23660,14762,25806,29702,9114,31676,22230,38509,28413,37590,25202,15923,14291,28018,5397,9918,2120,5027,12366,7847,77734,14173,24077,9313,18717,30052,66152,73187,4564,11913,4480,45144,25992,14361,31152,30421,31261,8087,18050,23285,65551,9190,10215,18135,30100,17331,9759,7404,12572,57633,17793,52450,24762,58653,67571
1147,20230613,92789,35133,27502,29735,85287,136416,123000,62822,47537,29640,34062,48678,29809,21941,34219,40584,66270,22765,20515,78704,76717,24503,24759,25163,39823,23776,21190,40157,74601,42860,66220,130891,17629,32854,10309,7627,10935,23682,7437,8814,27102,16647,35196,59346,62776,47574,33884,16028,11564,17646,51928,33514,8287,44093,27060,5293,14218,31956,8495,9556,13316,15687,50736,10007,12055,18001,17597,7919,13839,19494,23353,7622,21271,16947,17037,12105,94935
1148,20230614,100545,60021,104115,42453,49867,42502,35074,37078,28525,58629,22100,52231,29794,29892,56132,80671,18231,27138,12704,62014,17332,32519,27562,7079,20921,15291,34124,15086,12921,2539,4772,15771,24263,14157,8411,2885,4120,7083,3554,17687,5569,2673,13249,5818,28163,32893,21418,8060,11694,13032,20431,11573,10854,9302,7184,19533,22742,25579,38895,23378,24619,42101,31323,49185,41428,53391,30702,23106,21615,32134,55220,33640,45962,29989,226545,34760,87021
1149,20230615,75743,18791,15963,58652,16294,42818,35949,40440,25875,32327,19067,16749,54160,45165,28643,51790,31453,52526,98269,35738,37604,64063,47634,14324,72321,62964,74590,61326,31020,36659,41176,40943,11299,50998,48782,16214,57317,37674,7447,30655,41588,34323,71140,65659,41652,26800,67678,42657,19479,8232,17923,19027,11509,22514,6952,34806,6783,34814,17131,4059,9391,4329,10809,7152,7986,11057,27703,34530,13880,17603,8992,20018,18791,41076,27965,23004,105236
