Date,Price,Open,High,Low,High-low,Change %
06/22/2018,491.25 ,495.75 ,497.50 ,487.00 ,10.50 ,(0.01)
06/21/2018,495.25 ,490.75 ,498.75 ,482.25 ,16.50 ,0.01 
06/20/2018,488.25 ,477.75 ,490.00 ,474.75 ,15.25 ,0.02 
06/19/2018,477.75 ,489.50 ,490.50 ,467.50 ,23.00 ,(0.03)
06/18/2018,490.00 ,495.50 ,499.00 ,487.75 ,11.25 ,(0.02)
06/15/2018,499.50 ,502.50 ,508.75 ,487.00 ,21.75 ,(0.00)
06/14/2018,501.50 ,515.75 ,517.00 ,498.25 ,18.75 ,(0.03)
06/13/2018,516.50 ,535.00 ,538.75 ,514.50 ,24.25 ,(0.03)
06/12/2018,534.50 ,514.75 ,538.25 ,510.25 ,28.00 ,0.04 
06/11/2018,514.50 ,520.00 ,528.25 ,511.75 ,16.50 ,(0.01)
06/08/2018,520.00 ,528.25 ,533.50 ,513.25 ,20.25 ,(0.01)
06/07/2018,526.75 ,522.25 ,537.00 ,519.25 ,17.75 ,0.01 
06/06/2018,519.75 ,509.75 ,531.25 ,507.50 ,23.75 ,0.02 
06/05/2018,510.00 ,507.00 ,518.75 ,506.00 ,12.75 ,0.01 
06/04/2018,505.25 ,520.25 ,521.25 ,503.25 ,18.00 ,(0.03)
06/01/2018,523.25 ,524.50 ,528.00 ,518.25 ,9.75 ,(0.01)
05/31/2018,526.25 ,522.00 ,531.75 ,515.25 ,16.50 ,0.01 
05/30/2018,522.00 ,534.75 ,534.75 ,516.50 ,18.25 ,(0.03)
05/29/2018,536.50 ,547.50 ,554.00 ,531.50 ,22.50 ,(0.02)
05/28/2018,548.00 ,548.00 ,548.00 ,548.00 ,0.00 ,0.01 
05/25/2018,543.00 ,530.00 ,544.75 ,528.25 ,16.50 ,0.02 
05/24/2018,530.25 ,531.00 ,545.25 ,529.25 ,16.00 ,(0.00)
05/23/2018,531.00 ,520.75 ,531.75 ,517.25 ,14.50 ,0.02 
05/22/2018,521.50 ,505.50 ,530.25 ,502.75 ,27.50 ,0.03 
05/21/2018,507.25 ,523.00 ,525.50 ,504.25 ,21.25 ,(0.02)
05/18/2018,518.25 ,497.50 ,518.75 ,495.25 ,23.50 ,0.04 
05/17/2018,497.50 ,496.00 ,505.00 ,495.00 ,10.00 ,0.01 
05/16/2018,494.25 ,493.75 ,498.75 ,491.00 ,7.75 ,0.00 
05/15/2018,493.50 ,490.50 ,496.25 ,486.25 ,10.00 ,0.03 
05/14/2018,480.50 ,479.25 ,479.25 ,479.25 ,0.00 ,(0.02)
05/11/2018,489.50 ,503.25 ,505.25 ,497.00 ,8.25 ,(0.04)
05/10/2018,507.75 ,515.75 ,515.75 ,515.75 ,0.00 ,(0.01)
05/09/2018,514.50 ,508.00 ,511.00 ,508.00 ,3.00 ,(0.01)
05/08/2018,517.75 ,515.50 ,516.50 ,515.50 ,1.00 ,0.01 
05/07/2018,514.00 ,515.00 ,515.00 ,515.00 ,0.00 ,(0.03)
05/04/2018,527.50 ,537.00 ,537.00 ,529.50 ,7.50 ,(0.02)
05/03/2018,540.50 ,525.75 ,540.00 ,521.50 ,18.50 ,0.03 
05/02/2018,525.75 ,525.00 ,533.25 ,522.50 ,10.75 ,(0.01)
05/01/2018,529.75 ,511.25 ,529.75 ,510.25 ,19.50 ,0.03 
04/30/2018,512.50 ,500.00 ,515.50 ,499.75 ,15.75 ,0.03 
04/27/2018,495.50 ,484.00 ,495.75 ,480.25 ,15.50 ,0.03 
04/26/2018,480.75 ,485.25 ,491.50 ,476.50 ,15.00 ,(0.01)
04/25/2018,486.25 ,473.00 ,488.50 ,472.25 ,16.25 ,0.03 
04/24/2018,472.50 ,461.25 ,473.00 ,455.50 ,17.50 ,0.02 
04/23/2018,461.50 ,464.25 ,469.00 ,458.75 ,10.25 ,(0.00)
04/20/2018,463.25 ,476.25 ,476.75 ,462.25 ,14.50 ,(0.03)
04/19/2018,476.75 ,477.50 ,480.00 ,471.75 ,8.25 ,0.00 
04/18/2018,475.25 ,466.25 ,476.00 ,465.50 ,10.50 ,0.02 
04/17/2018,466.25 ,463.75 ,470.75 ,461.50 ,9.25 ,0.01 
04/16/2018,462.25 ,466.50 ,470.25 ,461.50 ,8.75 ,(0.02)
04/13/2018,472.50 ,480.25 ,481.25 ,469.50 ,11.75 ,(0.02)
04/12/2018,481.00 ,483.50 ,484.75 ,474.75 ,10.00 ,(0.01)
04/11/2018,487.25 ,491.00 ,492.00 ,483.00 ,9.00 ,(0.01)
04/10/2018,492.00 ,492.00 ,494.00 ,481.75 ,12.25 ,0.00 
04/09/2018,490.75 ,478.00 ,493.75 ,474.75 ,19.00 ,0.04 
04/06/2018,472.25 ,461.50 ,472.75 ,459.25 ,13.50 ,0.02 
04/05/2018,464.75 ,458.00 ,466.00 ,456.50 ,9.50 ,0.02 
04/04/2018,455.75 ,457.00 ,461.50 ,447.00 ,14.50 ,(0.00)
04/03/2018,457.50 ,448.50 ,463.50 ,448.25 ,15.25 ,0.03 
04/02/2018,446.25 ,454.25 ,457.25 ,445.75 ,11.50 ,(0.01)
03/29/2018,451.00 ,447.50 ,455.75 ,441.50 ,14.25 ,0.01 
03/28/2018,445.50 ,449.50 ,452.50 ,444.50 ,8.00 ,(0.01)
03/27/2018,449.00 ,454.25 ,457.50 ,448.75 ,8.75 ,(0.01)
03/26/2018,454.25 ,462.50 ,463.75 ,451.25 ,12.50 ,(0.01)
03/23/2018,460.25 ,455.25 ,461.75 ,446.50 ,15.25 ,0.01 
03/22/2018,455.75 ,453.50 ,459.75 ,451.25 ,8.50 ,0.01 
03/21/2018,453.50 ,453.50 ,454.50 ,446.75 ,7.75 ,0.00 
03/20/2018,453.00 ,452.50 ,457.50 ,450.00 ,7.50 ,0.01 
03/19/2018,450.75 ,465.00 ,466.00 ,450.25 ,15.75 ,(0.04)
03/16/2018,467.75 ,478.75 ,482.25 ,467.00 ,15.25 ,(0.02)
03/15/2018,478.75 ,488.75 ,493.25 ,476.00 ,17.25 ,(0.03)
03/14/2018,495.75 ,485.00 ,496.50 ,485.00 ,11.50 ,0.02 
03/13/2018,485.50 ,494.50 ,503.25 ,493.00 ,10.25 ,(0.01)
03/12/2018,489.75 ,486.00 ,486.00 ,483.50 ,2.50 ,0.00 
03/09/2018,489.00 ,495.00 ,495.00 ,486.00 ,9.00 ,(0.01)
03/08/2018,494.75 ,495.25 ,495.75 ,491.00 ,4.75 ,0.00 
03/07/2018,493.00 ,505.00 ,505.00 ,493.00 ,12.00 ,(0.02)
03/06/2018,502.00 ,498.75 ,501.75 ,494.00 ,7.75 ,(0.00)
03/05/2018,502.25 ,497.00 ,501.75 ,493.00 ,8.75 ,0.02 
03/02/2018,492.00 ,506.25 ,506.25 ,489.00 ,17.25 ,(0.03)
03/01/2018,505.50 ,491.25 ,506.25 ,482.75 ,23.50 ,0.04 
02/28/2018,484.50 ,464.50 ,487.50 ,464.00 ,23.50 ,0.05 
02/27/2018,463.25 ,462.00 ,465.75 ,460.25 ,5.50 ,0.01 
02/26/2018,459.50 ,458.50 ,464.00 ,455.75 ,8.25 ,0.02 
02/23/2018,452.25 ,452.00 ,456.25 ,451.50 ,4.75 ,0.00 
02/22/2018,451.25 ,447.75 ,452.00 ,444.75 ,7.25 ,0.01 
02/21/2018,447.25 ,450.00 ,452.00 ,445.50 ,6.50 ,(0.00)
02/20/2018,449.25 ,459.75 ,463.25 ,449.00 ,14.25 ,(0.02)
02/19/2018,458.00 ,458.00 ,458.00 ,458.00 ,0.00 ,0.00 
02/18/2018,458.00 ,458.00 ,458.00 ,458.00 ,0.00 ,0.00 
02/16/2018,457.75 ,463.50 ,464.50 ,456.75 ,7.75 ,(0.01)
02/15/2018,461.75 ,455.75 ,463.50 ,452.25 ,11.25 ,0.01 
02/14/2018,455.75 ,458.00 ,460.75 ,453.75 ,7.00 ,(0.01)
02/13/2018,460.75 ,465.00 ,467.25 ,459.00 ,8.25 ,(0.01)
02/12/2018,464.00 ,452.00 ,465.00 ,451.50 ,13.50 ,0.03 
02/09/2018,449.00 ,454.25 ,456.00 ,448.25 ,7.75 ,(0.02)
02/08/2018,456.25 ,461.75 ,464.50 ,451.25 ,13.25 ,(0.01)
02/07/2018,460.50 ,449.00 ,461.75 ,447.75 ,14.00 ,0.03 
02/06/2018,446.25 ,442.00 ,447.75 ,438.75 ,9.00 ,0.01 
02/05/2018,440.25 ,443.25 ,445.75 ,438.75 ,7.00 ,(0.01)
02/02/2018,446.75 ,449.75 ,451.00 ,445.00 ,6.00 ,(0.01)
02/01/2018,451.00 ,451.00 ,451.50 ,443.25 ,8.25 ,(0.00)
01/31/2018,451.75 ,458.50 ,458.75 ,447.50 ,11.25 ,(0.01)
01/30/2018,457.25 ,454.00 ,458.50 ,449.75 ,8.75 ,0.02 
01/29/2018,449.25 ,443.00 ,449.75 ,443.00 ,6.75 ,0.02 
01/26/2018,441.00 ,435.00 ,442.50 ,434.25 ,8.25 ,0.02 
01/25/2018,434.50 ,433.00 ,438.75 ,429.50 ,9.25 ,0.00 
01/24/2018,433.00 ,422.25 ,433.75 ,420.75 ,13.00 ,0.03 
01/23/2018,421.50 ,423.50 ,425.00 ,419.75 ,5.25 ,(0.01)
01/22/2018,425.75 ,424.50 ,427.50 ,423.25 ,4.25 ,0.01 
01/19/2018,422.75 ,425.25 ,427.25 ,421.50 ,5.75 ,(0.01)
01/18/2018,425.25 ,422.25 ,425.75 ,421.25 ,4.50 ,0.01 
01/17/2018,421.50 ,416.75 ,423.25 ,415.50 ,7.75 ,0.01 
01/16/2018,416.50 ,420.25 ,422.75 ,413.25 ,9.50 ,(0.01)
01/12/2018,420.50 ,433.25 ,436.00 ,418.75 ,17.25 ,(0.03)
01/11/2018,433.25 ,434.25 ,434.50 ,428.50 ,6.00 ,(0.00)
01/10/2018,434.25 ,432.25 ,435.00 ,431.50 ,3.50 ,0.00 
01/09/2018,432.25 ,427.75 ,433.75 ,425.25 ,8.50 ,0.01 
01/08/2018,427.75 ,430.25 ,432.25 ,425.75 ,6.50 ,(0.01)
01/05/2018,430.75 ,433.00 ,433.75 ,427.50 ,6.25 ,(0.01)
01/04/2018,434.00 ,435.75 ,436.00 ,431.00 ,5.00 ,(0.00)
01/03/2018,436.00 ,435.25 ,437.00 ,432.00 ,5.00 ,0.01 
01/02/2018,433.50 ,428.25 ,436.25 ,428.25 ,8.00 ,0.02 
