,date,y_change
986,20221013,-35
987,20221014,98
988,20221017,-5
989,20221018,-88
990,20221019,-35
991,20221020,-59
992,20221021,93
993,20221024,35
994,20221025,-63
995,20221026,63
996,20221027,15
997,20221028,98
998,20221031,44
999,20221101,-10
1000,20221102,-35
1001,20221103,20
1002,20221104,128
1003,20221107,9
1004,20221108,5
1005,20221109,-30
1006,20221110,-5
1007,20221111,84
1008,20221114,5
1009,20221115,-15
1010,20221116,-94
1011,20221118,-5
1012,20221121,-172
1013,20221122,30
1014,20221123,54
1015,20221124,20
1016,20221125,-79
1017,20221128,-108
1018,20221129,0
1019,20221130,93
1020,20221201,-19
1021,20221202,-182
1022,20221205,-172
1023,20221206,-49
1024,20221207,44
1025,20221208,-4
1026,20221209,84
1027,20221212,-24
1028,20221213,15
1029,20221214,35
1030,20221215,-69
1031,20221216,44
1032,20221219,-9
1033,20221220,-74
1034,20221221,-88
1035,20221222,-14
1036,20221223,10
1037,20221226,44
1038,20221227,98
1039,20221228,-74
1040,20221229,0
1041,20230103,-152
1042,20230104,98
1043,20230105,14
1044,20230106,187
1045,20230109,9
1046,20230110,-4
1047,20230111,68
1048,20230112,-64
1049,20230113,93
1050,20230116,25
1051,20230117,-147
1052,20230118,-44
1053,20230119,128
1054,20230120,192
1055,20230125,5
1056,20230126,-14
1057,20230127,-35
1058,20230130,5
1059,20230131,-83
1060,20230201,59
1061,20230202,88
1062,20230203,-39
1063,20230206,-74
1064,20230207,0
1065,20230208,88
1066,20230209,34
1067,20230210,-15
1068,20230213,83
1069,20230214,54
1070,20230215,-138
1071,20230216,10
1072,20230217,128
1073,20230220,-133
1074,20230221,-119
1075,20230222,40
1076,20230223,74
1077,20230224,132
1078,20230227,-59
1079,20230228,79
1080,20230302,98
1081,20230303,-83
1082,20230306,-94
1083,20230307,5
1084,20230308,-64
1085,20230309,54
1086,20230310,-20
1087,20230313,79
1088,20230314,-59
1089,20230315,69
1090,20230316,-34
1091,20230317,45
1092,20230320,-63
1093,20230321,49
1094,20230322,-39
1095,20230323,-10
1096,20230324,20
1097,20230327,-69
1098,20230328,0
1099,20230329,79
1100,20230330,-44
1101,20230331,-25
1102,20230403,-123
1103,20230404,39
1104,20230405,39
1105,20230406,-88
1106,20230407,93
1107,20230410,143
1108,20230411,79
1109,20230412,44
1110,20230413,59
1111,20230414,94
1112,20230417,-94
1113,20230418,-5
1114,20230419,89
1115,20230420,-84
1116,20230421,34
1117,20230424,-5
1118,20230425,-14
1119,20230426,14
1120,20230427,-70
1121,20230428,25
1122,20230502,125
1123,20230503,20
1124,20230504,-40
1125,20230508,25
1126,20230509,-15
1127,20230510,-125
1128,20230511,20
1129,20230512,-35
1130,20230515,-85
1131,20230516,95
1132,20230517,44
1133,20230518,20
1134,20230519,50
1135,20230522,-9
1136,20230523,-80
1137,20230524,25
1138,20230525,-10
1139,20230526,-10
1140,20230530,-10
1141,20230531,40
1142,20230601,19
1143,20230602,45
1144,20230605,-5
1145,20230607,-40
1146,20230608,45
1147,20230609,-74
1148,20230612,-20
1149,20230613,5
1150,20230614,-5
1151,20230615,80
1152,20230616,-25
1153,20230619,-15
1154,20230620,25
1155,20230621,-45
1156,20230622,39
1157,20230623,-30
1158,20230626,10
1159,20230627,-40
1160,20230628,-75
1161,20230629,70
1162,20230630,-65
1163,20230703,180
1164,20230704,-70
1165,20230705,104
1166,20230706,-139
1167,20230707,-80
1168,20230710,-55
1169,20230711,-20
1170,20230712,10
1171,20230713,10
1172,20230714,-5
1173,20230717,0
1174,20230718,10
1175,20230719,-55
1176,20230720,35
1177,20230721,-70
1178,20230724,-95
1179,20230725,-15
1180,20230726,-105
1181,20230727,-65
1182,20230728,-100
1183,20230731,5
1184,20230801,60
1185,20230802,-40
1186,20230803,-25
1187,20230804,-15
1188,20230807,20
1189,20230808,-10
1190,20230809,105
1191,20230810,15
1192,20230811,125
1193,20230814,-10
1194,20230816,-20
1195,20230817,-25
1196,20230818,55
1197,20230821,45
1198,20230822,135
1199,20230823,-5
1200,20230824,0
1201,20230825,40
1202,20230828,-70
1203,20230829,-65
1204,20230830,-5
1205,20230831,0
1206,20230901,135
1207,20230904,-15
1208,20230905,140
1209,20230906,5
1210,20230907,45
1211,20230908,-65
1212,20230911,-15
1213,20230912,-35
1214,20230913,90
1215,20230914,20
1216,20230915,25
1217,20230918,115
1218,20230919,-75
1219,20230920,75
1220,20230921,5
1221,20230922,5
1222,20230925,85
1223,20230926,-55
1224,20230927,115
1225,20231004,-260
1226,20231005,-70
1227,20231006,40
1228,20231010,65
1229,20231011,105
1230,20231012,45
1231,20231013,25
1232,20231016,40
1233,20231017,-15
1234,20231018,35
1235,20231019,-75
1236,20231020,-35
1237,20231023,-25
1238,20231024,-50
1239,20231025,-25
1240,20231026,15
